328.59,980,1503,34.0142363959
360.87,61,1305,32.5404964873
256.65,579,1513,34.7771448294
149.26,1654,1805,33.348639651
155.43,3,300,33.9344104014
306.05,1530,1910,33.1908882809
259.39,597,1370,32.9837208188
115.03,962,1009,32.9274624989
496.09,1137,1952,33.754231728
470.87,416,1828,32.979919581
