700.11,1563,8412,163.60299568
402.34,3775,6016,157.770376345
613.12,2691,6013,155.600249665
436.39,920,2360,157.864647044
849.5,3290,6312,155.126615431
655.32,142,3632,163.433080348
738.71,6,8951,156.257863811
908.73,44,6285,154.937693911
958.74,365,7332,167.22899645
469.11,2572,4149,162.285106522
