328.59,980,1503,2.12223108333
360.87,61,1305,2.14465838656
256.65,579,1513,2.04734669798
149.26,1654,1805,2.17164717519
155.43,3,300,2.02225852827
306.05,1530,1910,2.02187840448
259.39,597,1370,2.08916031416
115.03,962,1009,2.00743370071
496.09,1137,1952,2.13021368278
470.87,416,1828,2.06217152554
