311.63,4895,6536,7.67279857013
264.64,3170,3451,6.88670258583
493.25,3084,3864,7.3968287033
607.31,374,2853,7.45612801353
562.6,5,5244,8.48892433332
343.71,144,936,7.34285112604
823.87,377,5748,7.15050849159
775.2,5,3509,7.83054994028
866.73,549,6992,7.78379471491
641.86,4215,6053,6.90798951771
